en-uk	en-uk	nisi	(of a decree, order, or rule) that takes effect or is valid only after certain conditions are met.
en-uk	en-uk	nonce	(of a word or expression) coined for one occasion.
en-uk	en-uk	nondescript	Lacking distinctive or interesting features or characteristics.
en-uk	en-uk	obfuscating	Make obscure, unclear, or unintelligible.
en-uk	en-uk	obsequious	Obedient or attentive to an excessive or servile degree.
en-uk	en-uk	obstreperous	Noisy and difficult to control.
en-uk	en-uk	occluded	Stop, close up, or obstruct (an opening, orifice, or passage).
en-uk	en-uk	och	Used to express a range of emotions, typically surprise, regret, or disbelief.
en-uk	en-uk	officious	Assertive of authority in a domineering way, especially with regard to trivial matters.
en-uk	en-uk	omerta	(among the Mafia) a code of silence about criminal activity and a refusal to give evidence to the police.
en-uk	en-uk	onerous	(of a task or responsibility) involving a great deal of effort, trouble, or difficulty.
en-uk	en-uk	overwrought	In a state of nervous excitement or anxiety.
en-uk	en-uk	pallor	An unhealthy pale appearance.
en-uk	en-uk	pang	A sudden sharp pain or painful emotion.
en-uk	en-uk	paramour	A lover, especially the illicit partner of a married person.
en-uk	en-uk	paras	A paratrooper.
en-uk	en-uk	paroxysm	A sudden attack or outburst of a particular emotion or activity.
en-uk	en-uk	paunchy	Having a large or protruding belly.
en-uk	en-uk	peccadillos	A relatively minor fault or sin.
en-uk	en-uk	pecuniary	Relating to or consisting of money.
en-uk	en-uk	pediments	The triangular upper part of the front of a classical building, typically surmounting a portico.
en-uk	en-uk	pellucid	Translucently clear.
en-uk	en-uk	pelted	Hurl missiles repeatedly at.
en-uk	en-uk	penury	The state of being very poor; extreme poverty.
en-uk	en-uk	peregrinations	A journey, especially a long or meandering one.
en-uk	en-uk	perfidy	The state of being deceitful and untrustworthy.
en-uk	en-uk	perfunctory	(of an action) carried out without real interest, feeling, or effort.
en-uk	en-uk	pertinacious	Holding firmly to an opinion or a course of action.
en-uk	en-uk	piebald	(of a horse) having irregular patches of two colours, typically black and white.
en-uk	en-uk	piebalds	A piebald horse.
en-uk	en-uk	pilfering	Steal (things of little value).
en-uk	en-uk	pillion	A seat for a passenger behind a motorcyclist.
en-uk	en-uk	piquancy	A pleasantly sharp and appetizing flavour; spiciness.
en-uk	en-uk	placate	Make (someone) less angry or hostile.
en-uk	en-uk	plaintive	Sounding sad and mournful.
en-uk	en-uk	plangent	(of a sound) loud and resonant, with a mournful tone.
en-uk	en-uk	plaudits	An expression of praise or approval.
en-uk	en-uk	pollock	An edible greenish-brown fish of the cod family, with a protruding lower jaw. Found in the north-eastern Atlantic, it is popular with anglers.
en-uk	en-uk	portcullis	A strong, heavy grating that can be lowered down grooves on each side of a gateway to block it.
en-uk	en-uk	predilection	A preference or special liking for something; a bias in favour of something.
en-uk	en-uk	privations	A state in which food and other essentials for well-being are lacking.
en-uk	en-uk	profligacy	Reckless extravagance or wastefulness in the use of resources.
en-uk	en-uk	profligate	Recklessly extravagant or wasteful in the use of resources.
en-uk	en-uk	propitiation	The action of propitiating or appeasing a god, spirit, or person.
en-uk	en-uk	protuberant	Protruding; bulging.
en-uk	en-uk	prurient	Having or encouraging an excessive interest in sexual matters, especially the sexual activity of others.
en-uk	en-uk	pugnacious	Eager or quick to argue, quarrel, or fight.
en-uk	en-uk	punt	Kick (the ball) a long distance upfield.
en-uk	en-uk	pusillanimous	Showing a lack of courage or determination; timid.
en-uk	en-uk	quaffing	Drink (something, especially an alcoholic drink) heartily.
en-uk	en-uk	querulous	Complaining in a rather petulant or whining manner.
en-uk	en-uk	quicklime	A white caustic alkaline substance consisting of calcium oxide, which is obtained by heating limestone and which combines with water with the production of much heat; lime.
en-uk	en-uk	quiescent	In a state or period of inactivity or dormancy.
en-uk	en-uk	raiment	Clothing.
en-uk	en-uk	ramshackle	(especially of a house or vehicle) in a state of severe disrepair.
en-uk	en-uk	rancor	Bitterness or resentfulness, especially when long standing.
en-uk	en-uk	rancour	Bitterness or resentfulness, especially when long standing.
en-uk	en-uk	rapacious	Aggressively greedy or grasping.
en-uk	en-uk	rapport	A close and harmonious relationship in which the people or groups concerned understand each other's feelings or ideas and communicate well.
en-uk	en-uk	raucous	Making or constituting a disturbingly harsh and loud noise.
en-uk	en-uk	recalcitrant	Having an obstinately uncooperative attitude towards authority or discipline.
en-uk	en-uk	recce	Another term for reconnaissance.
en-uk	en-uk	recceing	Another term for reconnoitre.
en-uk	en-uk	recrudescence	The recurrence of an undesirable condition.
en-uk	en-uk	redolent	Strongly reminiscent or suggestive of.
en-uk	en-uk	remonstrance	A forcefully reproachful protest.
en-uk	en-uk	reposed	Be situated or kept in a particular place.
en-uk	en-uk	reproach	Express to (someone) one's disapproval of or disappointment in their actions.
en-uk	en-uk	reproached	Express to (someone) one's disapproval of or disappointment in their actions.
en-uk	en-uk	reproachful	Expressing disapproval or disappointment.
en-uk	en-uk	respite	A short period of rest or relief from something difficult or unpleasant.
en-uk	en-uk	reverie	A state of being pleasantly lost in one's thoughts; a daydream.
en-uk	en-uk	riffling	Turn over something, especially the pages of a book, quickly and casually.
en-uk	en-uk	riling	Make (someone) annoyed or irritated.
en-uk	en-uk	ripostes	A quick, clever reply to an insult or criticism.
en-uk	en-uk	roper	A person who uses a lasso to catch an animal, especially in a rodeo.
en-uk	en-uk	ruefully	In a way that expresses sorrow or regret, especially in a wry or humorous manner.
en-uk	en-uk	rugger	Rugby.
en-uk	en-uk	sallow	A willow tree, especially one of a low-growing or shrubby kind.
en-uk	en-uk	saltires	A diagonal cross as a heraldic ordinary.
en-uk	en-uk	salubrious	Health-giving; healthy.
en-uk	en-uk	salver	A tray, typically one made of silver and used in formal circumstances.
en-uk	en-uk	sangfroid	Composure or coolness shown in danger or under trying circumstances.
en-uk	en-uk	sardonic	Grimly mocking or cynical.
en-uk	en-uk	sashayed	Walk in an ostentatious yet casual manner, typically with exaggerated movements of the hips and shoulders.
en-uk	en-uk	scabrous	Rough and covered with, or as if with, scabs.
en-uk	en-uk	scanty	Small or insufficient in quantity or amount.
en-uk	en-uk	scapegrace	A mischievous or wayward person, especially a young person or child; a rascal.
en-uk	en-uk	scarpered	Run away.
en-uk	en-uk	scoffed	Speak to someone or about something in a scornfully derisive or mocking way.
en-uk	en-uk	scouse	The dialect or accent of people from Liverpool.
en-uk	en-uk	scudded	Move fast in a straight line because or as if driven by the wind.
en-uk	en-uk	scunnered	Feel disgust or strong dislike.
en-uk	en-uk	scupper	Sink (a ship or its crew) deliberately.
en-uk	en-uk	scurried	(of a person or small animal) move hurriedly with short quick steps.
en-uk	en-uk	scurrilous	Making or spreading scandalous claims about someone with the intention of damaging their reputation.
en-uk	en-uk	scuttle	Sink (one's own ship) deliberately by holing it or opening its seacocks to let water in.
en-uk	en-uk	sheaf	A bundle of grain stalks laid lengthways and tied together after reaping.
en-uk	en-uk	shoddy	Badly made or done.
en-uk	en-uk	sib	A brother or sister; a sibling.
en-uk	en-uk	skint	(of a person) having little or no money available.
en-uk	en-uk	skivvy	A female domestic servant who performs menial tasks.
en-uk	en-uk	slagging	An insulting and critical attack.
en-uk	en-uk	slapdash	Done too hurriedly and carelessly.
en-uk	en-uk	slipshod	Characterized by a lack of care, thought, or organization.
en-uk	en-uk	slogged	Work hard over a period of time.
en-uk	en-uk	slunk	Past and past participle of slink.
en-uk	en-uk	smarmier	Ingratiating and wheedling in a way that is regarded as insincere or excessive.
en-uk	en-uk	snaffle	(on a bridle) a simple bit, typically a jointed one, used with a single set of reins.
en-uk	en-uk	snarling	Entangle something.
en-uk	en-uk	snide	Derogatory or mocking in an indirect way.
en-uk	en-uk	sodden	Saturated with liquid, especially water; soaked through.
en-uk	en-uk	sopping	Saturated with liquid; wet through.
en-uk	en-uk	sordid	Involving immoral or dishonourable actions and motives; arousing moral distaste and contempt.
en-uk	en-uk	spad	A person whose job is to give political advice to government ministers.
en-uk	en-uk	spandrels	The almost triangular space between one side of the outer curve of an arch, a wall, and the ceiling or framework.
en-uk	en-uk	spatulate	Having a broad, rounded end.
en-uk	en-uk	squidgy	Soft, spongy, and moist.
en-uk	en-uk	squiffy	Slightly drunk.
en-uk	en-uk	staid	Sedate, respectable, and unadventurous.
en-uk	en-uk	stalwart	Loyal, reliable, and hard-working.
en-uk	en-uk	stickleback	A small fish with sharp spines along its back, able to live in both salt and fresh water and found in both Eurasia and North America.
en-uk	en-uk	stinkhorn	A widely distributed fungus which has a tall whitish stem with a rounded greenish-brown gelatinous head that turns into a foul-smelling slime containing the spores.
en-uk	en-uk	strafing	Attack repeatedly with bombs or machine-gun fire from low-flying aircraft.
en-uk	en-uk	straggly	Growing or spreading in an irregular, untidy way.
en-uk	en-uk	stupor	A state of near-unconsciousness or insensibility.
en-uk	en-uk	stymied	Prevent or hinder the progress of.
en-uk	en-uk	succour	Assistance and support in times of hardship and distress.
en-uk	en-uk	sullen	Bad-tempered and sulky.
en-uk	en-uk	sundries	Various items not important enough to be mentioned individually.
en-uk	en-uk	suppurating	Undergo the formation of pus; fester.
en-uk	en-uk	surfeit	An excessive amount of something.
en-uk	en-uk	tabards	A sleeveless jerkin consisting only of front and back pieces with a hole for the head.
en-uk	en-uk	taciturn	(of a person) reserved or uncommunicative in speech; saying little.
en-uk	en-uk	tawny	Of an orange-brown or yellowish-brown colour.
en-uk	en-uk	tetchy	Irritable and bad-tempered.
en-uk	en-uk	thither	To or towards that place.
en-uk	en-uk	threadbare	(of cloth, clothing, or soft furnishings) becoming thin and tattered with age.
en-uk	en-uk	thrum	Make a continuous rhythmic humming sound.
en-uk	en-uk	titter	Give a short, half-suppressed laugh; giggle.
en-uk	en-uk	toft	A homestead.
en-uk	en-uk	tomming	Work as a prostitute.
en-uk	en-uk	tottering	Move in a feeble or unsteady way.
en-uk	en-uk	traipsed	Walk or move wearily or reluctantly.
en-uk	en-uk	triquetra	A symmetrical triangular ornament of three interlaced arcs used on metalwork and stone crosses.
en-uk	en-uk	truculent	Eager or quick to argue or fight; aggressively defiant.
en-uk	en-uk	trundling	(with reference to a wheeled vehicle or its occupants) move or cause to move slowly and heavily.
en-uk	en-uk	trussed	Tie up the wings and legs of (a chicken or other bird) before cooking.
en-uk	en-uk	tutting	Make an exclamation expressing disapproval or annoyance.
en-uk	en-uk	unbidden	Without having been commanded or invited.
en-uk	en-uk	unctuous	Excessively flattering or ingratiating; oily.
en-uk	en-uk	unfeigned	Genuine; sincere.
en-uk	en-uk	ungainly	(of a person or movement) awkward; clumsy.
en-uk	en-uk	unperturbed	Not perturbed or concerned.
en-uk	en-uk	unpropitious	(of a circumstance) not giving or indicating a good chance of success; unfavourable.
en-uk	en-uk	vainglorious	Excessively proud of oneself or one's achievements; overly vain.
en-uk	en-uk	varicocele	A mass of varicose veins in the spermatic cord.
en-uk	en-uk	verdant	(of countryside) green with grass or other rich vegetation.
en-uk	en-uk	verity	A true principle or belief, especially one of fundamental importance.
en-uk	en-uk	vertiginous	Extremely high or steep.
en-uk	en-uk	vexation	The state of being annoyed, frustrated, or worried.
en-uk	en-uk	vexatious	Causing or tending to cause annoyance, frustration, or worry.
en-uk	en-uk	vicissitudes	A change of circumstances or fortune, typically one that is unwelcome or unpleasant.
en-uk	en-uk	vim	Energy; enthusiasm.
en-uk	en-uk	vinous	Resembling, associated with, or fond of wine.
en-uk	en-uk	vituperative	Bitter and abusive.
en-uk	en-uk	waylay	Stop or interrupt (someone) and detain them in conversation or trouble them in some other way.
en-uk	en-uk	wiles	Devious or cunning stratagems employed in manipulating or persuading someone to do what one wants.
en-uk	en-uk	winkle	A small herbivorous shore-dwelling mollusc with a spiral shell.
en-uk	en-uk	winkled	Extract or obtain something with difficulty.
en-uk	en-uk	wodge	A large piece or amount of something.
en-uk	en-uk	wry	Using or expressing dry, especially mocking, humour.
en-uk	en-uk	x	The twenty-fourth letter of the alphabet.
en-uk	en-uk	yatter	Talk incessantly; chatter.
es	en-uk	nenita	baby
fr	en-uk	accoster	dock, land, berth
fr	en-uk	broderie	embroidery, embroideries
fr	en-uk	daumier	dumier
fr	en-uk	disant	saying
fr	en-uk	hachette	hatchet
fr	en-uk	insouciantly	carefree
fr	en-uk	malmaison	bad house
fr	en-uk	trompe	deceived, trunk, horn
fr	en-uk	voudrais	would like, would
id	en-uk	jago	great, champion, whiz
it	en-uk	e	is, and
it	en-uk	succuba	succubus
it	en-uk	volgo	common people, hoi polloi
la	en-uk	adversitate	adversity
la	en-uk	atque	, and the, and, and yet
la	en-uk	cellarium	storehouse, cellar
la	en-uk	cuius	which, whose
la	en-uk	dixere	ether
la	en-uk	eripuisti	torn
la	en-uk	impudicus	shameless
la	en-uk	ontae	ontar
la	en-uk	optimumque	excellent
la	en-uk	pedicabo	bugger
la	en-uk	potuit	could
la	en-uk	succurrere	succor
la	en-uk	tergo	rear, wipe, clean
la	en-uk	vincit	wins
nl	en-uk	rokers	smokers, smoker
no	en-uk	dekker	covers, cover, wrap
no	en-uk	posedta	posed
sv	en-uk	leda	lead, articulate, go, disgust, boredom
sv	en-uk	utan	without, but, but, out of
